reward,A,seed,opponent,wr,wins,episodes,mean_path_len,mean_dist
R4_sparse,0.5,3,anchor_R7_A00,0.0666666666666666,2,30,37.7436637878418,20.678232685512967
R4_sparse,0.5,3,anchor_R7_A50,0.4666666666666667,14,30,29.11637115478516,9.766681492655538
R4_sparse,0.5,3,own,0.6,18,30,37.22261428833008,6.716486722363991
R4_sparse,0.5,4,anchor_R4_A00,0.8,24,30,33.193359375,7.0711781552505615
R4_sparse,0.5,4,anchor_R4_A50,0.1333333333333333,4,30,36.95656967163086,17.91349743946393
R4_sparse,0.5,4,anchor_R7_A00,0.5666666666666667,17,30,40.37764739990234,7.906629807665143
R4_sparse,0.5,4,anchor_R7_A50,0.9,27,30,29.44339370727539,9.303499065046683
R4_sparse,0.5,4,own,0.5333333333333333,16,30,38.54597473144531,7.557745832002586
R7_kitchen_sink,0.0,0,anchor_R4_A00,0.2333333333333333,7,30,43.888179779052734,13.578025783306297
R7_kitchen_sink,0.0,0,anchor_R4_A50,1.0,30,30,19.97615432739257,4.718452215364866
R7_kitchen_sink,0.0,0,anchor_R7_A00,0.1666666666666666,5,30,41.39980697631836,14.353723440320405
R7_kitchen_sink,0.0,0,anchor_R7_A50,0.5666666666666667,17,30,32.79636001586914,9.657111493551806
R7_kitchen_sink,0.0,0,own,1.0,30,30,17.942981719970703,5.198434245242441
R7_kitchen_sink,0.0,1,anchor_R4_A00,1.0,30,30,21.28561210632324,4.662437460645473
R7_kitchen_sink,0.0,1,anchor_R4_A50,0.7666666666666667,23,30,33.81097412109375,9.272221331264529
R7_kitchen_sink,0.0,1,anchor_R7_A00,1.0,30,30,20.46206283569336,4.809269557438408
R7_kitchen_sink,0.0,1,anchor_R7_A50,0.4666666666666667,14,30,31.7742862701416,8.522892638461773
R7_kitchen_sink,0.0,1,own,1.0,30,30,17.296876907348633,5.594464738301081
R7_kitchen_sink,0.0,2,anchor_R4_A00,1.0,30,30,28.114953994750977,6.4100406288115535
R7_kitchen_sink,0.0,2,anchor_R4_A50,0.8,24,30,31.84090232849121,7.41274047931795
R7_kitchen_sink,0.0,2,anchor_R7_A00,1.0,30,30,26.936222076416016,7.710735209894735
R7_kitchen_sink,0.0,2,anchor_R7_A50,1.0,30,30,26.545068740844727,8.162771789369659
R7_kitchen_sink,0.0,2,own,1.0,30,30,19.6812801361084,5.25887509825428
R7_kitchen_sink,0.0,3,anchor_R4_A00,0.9333333333333332,28,30,31.47462654113769,5.759584198078541
R7_kitchen_sink,0.0,3,anchor_R4_A50,0.1,3,30,49.434940338134766,8.104730049214812
R7_kitchen_sink,0.0,3,anchor_R7_A00,1.0,30,30,22.01808357238769,5.396277006949066
R7_kitchen_sink,0.0,3,anchor_R7_A50,0.2333333333333333,7,30,34.11351013183594,11.243830854998292
R7_kitchen_sink,0.0,3,own,1.0,30,30,24.74247169494629,4.7814460640985015
R7_kitchen_sink,0.0,4,anchor_R4_A00,0.1333333333333333,4,30,45.60499954223633,13.017684487466456
R7_kitchen_sink,0.0,4,anchor_R4_A50,0.1666666666666666,5,30,45.68828582763672,10.873111584800462
R7_kitchen_sink,0.0,4,anchor_R7_A00,0.4,12,30,34.254878997802734,10.645170359442735
R7_kitchen_sink,0.0,4,anchor_R7_A50,0.1666666666666666,5,30,29.69672203063965,9.298049706136108
R7_kitchen_sink,0.0,4,own,0.2333333333333333,7,30,39.20414733886719,9.787358728749298
R7_kitchen_sink,0.0,5,anchor_R4_A00,0.3333333333333333,10,30,42.99734878540039,9.671537468604283
R7_kitchen_sink,0.0,5,anchor_R4_A50,0.8333333333333334,25,30,30.67589950561523,6.844666226791948
R7_kitchen_sink,0.0,5,anchor_R7_A00,0.3,9,30,39.045166015625,9.060506442357688
R7_kitchen_sink,0.0,5,anchor_R7_A50,0.2,6,30,38.43318939208984,12.816989141537563
R7_kitchen_sink,0.0,5,own,1.0,30,30,22.3728084564209,5.184756361282393
R7_kitchen_sink,0.0,6,anchor_R4_A00,0.9666666666666668,29,30,21.18164253234864,4.090009117855374
R7_kitchen_sink,0.0,6,anchor_R4_A50,0.9,27,30,38.86673355102539,13.09103068712724
R7_kitchen_sink,0.0,6,anchor_R7_A00,1.0,30,30,19.24653434753418,4.651121606184853
R7_kitchen_sink,0.0,6,anchor_R7_A50,1.0,30,30,28.04998588562012,8.460133363727936
R7_kitchen_sink,0.0,6,own,1.0,30,30,23.345991134643555,5.334990666086934
R7_kitchen_sink,0.0,7,anchor_R4_A00,1.0,30,30,28.7665958404541,6.699582572925846
R7_kitchen_sink,0.0,7,anchor_R4_A50,1.0,30,30,18.843441009521484,4.94411005343557
R7_kitchen_sink,0.0,7,anchor_R7_A00,1.0,30,30,25.19243812561035,6.368438012208841
R7_kitchen_sink,0.0,7,anchor_R7_A50,0.7,21,30,26.086225509643555,6.323856849639857
R7_kitchen_sink,0.0,7,own,0.9666666666666668,29,30,20.41232681274414,4.520478333976446
R7_kitchen_sink,0.0,8,anchor_R4_A00,0.2666666666666666,8,30,38.11004257202149,11.326785800395868
R7_kitchen_sink,0.0,8,anchor_R4_A50,1.0,30,30,21.03024673461914,4.734005173880723
